index,timestamp,mode,target_id,success,latency_ms,decision_reason,circuit_state,error_message
0,2026-09-21T14:00:00.1Z,STATIC,RAIL-A,true,1.669,STATIC_CANDIDATE,,
1,2026-09-21T14:00:00.2Z,STATIC,RAIL-A,true,1.518,STATIC_CANDIDATE,,
2,2026-09-21T14:00:00.3Z,STATIC,RAIL-A,true,1.799,STATIC_CANDIDATE,,
3,2026-09-21T14:00:00.4Z,STATIC,RAIL-A,true,1.724,STATIC_CANDIDATE,,
4,2026-09-21T14:00:00.5Z,STATIC,RAIL-A,true,1.787,STATIC_CANDIDATE,,
5,2026-09-21T14:00:00.6Z,STATIC,RAIL-A,true,1.527,STATIC_CANDIDATE,,
6,2026-09-21T14:00:00.7Z,STATIC,RAIL-A,true,1.517,STATIC_CANDIDATE,,
7,2026-09-21T14:00:00.8Z,STATIC,RAIL-A,true,1.369,STATIC_CANDIDATE,,
8,2026-09-21T14:00:00.9Z,STATIC,RAIL-A,true,1.720,STATIC_CANDIDATE,,
9,2026-09-21T14:00:01Z,STATIC,RAIL-A,true,2.045,STATIC_CANDIDATE,,
10,2026-09-21T14:00:01.1Z,STATIC,RAIL-A,true,1.789,STATIC_CANDIDATE,,
11,2026-09-21T14:00:01.2Z,STATIC,RAIL-A,true,1.553,STATIC_CANDIDATE,,
12,2026-09-21T14:00:01.3Z,STATIC,RAIL-A,true,1.620,STATIC_CANDIDATE,,
13,2026-09-21T14:00:01.4Z,STATIC,RAIL-A,true,1.432,STATIC_CANDIDATE,,
14,2026-09-21T14:00:01.5Z,STATIC,RAIL-A,true,1.749,STATIC_CANDIDATE,,
15,2026-09-21T14:00:01.6Z,STATIC,RAIL-A,true,1.632,STATIC_CANDIDATE,,
16,2026-09-21T14:00:01.7Z,STATIC,RAIL-A,true,1.578,STATIC_CANDIDATE,,
17,2026-09-21T14:00:01.8Z,STATIC,RAIL-A,true,1.552,STATIC_CANDIDATE,,
18,2026-09-21T14:00:01.9Z,STATIC,RAIL-A,true,1.827,STATIC_CANDIDATE,,
19,2026-09-21T14:00:02Z,STATIC,RAIL-A,true,1.508,STATIC_CANDIDATE,,
20,2026-09-21T14:00:02.1Z,STATIC,RAIL-A,true,1.614,STATIC_CANDIDATE,,
21,2026-09-21T14:00:02.2Z,STATIC,RAIL-A,true,1.567,STATIC_CANDIDATE,,
22,2026-09-21T14:00:02.3Z,STATIC,RAIL-A,true,1.540,STATIC_CANDIDATE,,
23,2026-09-21T14:00:02.4Z,STATIC,RAIL-A,true,1.205,STATIC_CANDIDATE,,
24,2026-09-21T14:00:02.5Z,STATIC,RAIL-A,true,1.508,STATIC_CANDIDATE,,
25,2026-09-21T14:00:02.6Z,STATIC,RAIL-A,true,1.384,STATIC_CANDIDATE,,
26,2026-09-21T14:00:02.7Z,STATIC,RAIL-A,true,1.581,STATIC_CANDIDATE,,
27,2026-09-21T14:00:02.8Z,STATIC,RAIL-A,true,1.747,STATIC_CANDIDATE,,
28,2026-09-21T14:00:02.9Z,STATIC,RAIL-A,true,1.637,STATIC_CANDIDATE,,
29,2026-09-21T14:00:03Z,STATIC,RAIL-A,true,1.613,STATIC_CANDIDATE,,
